,AreaCode,TimeZone,accuracy,city,error,formatted_address,input_string,latitude,longitude,postcode,prov,staddress,status,stnumber
380,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-22-064-19W5,93895797528272.000000,-0.000000,,,,,
381,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-30-096-10W4,93895883616352.000000,-0.000000,,,,,
382,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-23-044-10W5,93895995728904.000000,-0.000000,,,,,
383,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,01-35-052-26W4,93895776536656.000000,-0.000000,,,,,
384,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-16-037-04W4,93895835233304.000000,-0.000000,,,,,
385,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-12-038-03W4,93895781688200.000000,-0.000000,,,,,
386,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-16-048-08W5,93895945848536.000000,-0.000000,,,,,
387,,,1,Vermilion River County,,LSD-09 SEC-01 TWP-050 RGE-04 MER-4,04-04-050-01W4,53.283739,-110.444182,T0B2P0,AB,Range Road 40,1,50017
388,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,09-16-052-26W4,93895878981952.000000,-0.000000,,,,,
389,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-20-055-04W4,93895780560552.000000,-0.000000,,,,,
390,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-18-056-05W4,93895771419200.000000,-0.000000,,,,,
391,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,15-25-051-03W4,93895814860792.000000,-0.000000,,,,,
392,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-15-037-03W5,93895821886016.000000,-0.000000,,,,,
393,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-34-040-03W5,93895906415168.000000,-0.000000,,,,,
394,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-21-041-04W5,93895953048320.000000,-0.000000,,,,,
395,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-04-052-15W5,93895847323544.000000,-0.000000,,,,,
396,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-22-055-02W4,93895805877296.000000,-0.000000,,,,,
397,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,15-29-068-10W5,93895954616096.000000,-0.000000,,,,,
398,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-10-079-10W6,93895953173288.000000,-0.000000,,,,,
399,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,01-15-041-02W5,93895776514576.000000,-0.000000,,,,,
400,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-11-034-09W4,93895923996936.000000,-0.000000,,,,,
401,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,15-36-046-06W4,93895786499520.000000,-0.000000,,,,,
402,,,1,Provost,,LSD-09 SEC-03 TWP-040 RGE-03 MER-4,04-03-040-03W5,52.409366,-110.340921,T0B0B3,AB,Range Road 32,1,39949
403,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-21-075-03W6,93895773322576.000000,-0.000000,,,,,
404,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,03-31-038-16W4,93895897195320.000000,-0.000000,,,,,
405,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-18-043-01W5,93895842791088.000000,-0.000000,,,,,
406,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,03-24-045-04W4,93895781338760.000000,-0.000000,,,,,
407,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-15-047-06W4,93895988816880.000000,-0.000000,,,,,
408,"780,587",America/Edmonton,1,Yellowhead County,,LSD-09 SEC-07 TWP-049 RGE-20 MER-5,05-20-049-07W5,53.211909,-116.907819,T0E1X0,AB,Township Road 491A,1,20717
409,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,09-35-068-22W5,93895799331824.000000,-0.000000,,,,,
410,587,America/Edmonton,,Fox Lake,,LSD-09 SEC-10 TWP-108 RGE-04 MER-5,05-04-108-10W6,58.459893,-114.535584,T0H3X0,AB,Main RD,,270
411,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,02-18-059-04W5,93895836054368.000000,-0.000000,,,,,
412,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-19-040-03W5,93895823016776.000000,-0.000000,,,,,
413,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-09-048-07W5,93895821680944.000000,-0.000000,,,,,
414,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,02-23-067-10W5,93895983343960.000000,-0.000000,,,,,
415,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,04-27-077-13W4,93895894995752.000000,-0.000000,,,,,
416,,,1,Ponoka County,,LSD-09 SEC-14 TWP-042 RGE-23 MER-4,04-23-042-14W4,52.625562,-113.195636,T0B0Y0,AB,Range Road 231,1,42279
417,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-19-053-16W5,93895866710624.000000,-0.000000,,,,,
418,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-26-062-24W4,93895867739080.000000,-0.000000,,,,,
419,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-05-043-06W5,93895813370992.000000,-0.000000,,,,,
420,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-05-060-05W5,93895814424128.000000,-0.000000,,,,,
421,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,02-35-080-22W4,93895905153040.000000,-0.000000,,,,,
422,"780,587",America/Edmonton,1,Northern Sunrise County,,LSD-09 SEC-14 TWP-083 RGE-10 MER-5,05-10-083-14W5,56.133397,-115.335433,T0G0C0,AB,88 HWY,1,82907
423,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-30-021-16W4,93895977359584.000000,-0.000000,,,,,
424,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-30-042-07W5,93895822708016.000000,-0.000000,,,,,
425,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-22-047-07W5,93895952316032.000000,-0.000000,,,,,
426,"780,587",America/Edmonton,1,Minburn County No. 27,,LSD-09 SEC-26 TWP-051 RGE-09 MER-4,04-09-051-26W4,53.425272,-111.206264,T9X2W0,AB,Range Road 91,1,51401
427,"780,587",America/Edmonton,,Greenview,,LSD-09 SEC-12 TWP-068 RGE-05 MER-6,06-05-068-12W4,54.891300,-118.696852,T0H3H0,AB,Big Mountain Creek RD,,1
428,587,America/Edmonton,,Northern Admin District,,LSD-09 SEC-03 TWP-069 RGE-01 MER-4,04-01-069-03W6,54.746834,-109.706067,T9M1G9,SK,Edwards Lake RD,,1
429,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,01-29-070-11W5,93895777009936.000000,-0.000000,,,,,
430,,,1,Newell County,,LSD-09 SEC-13 TWP-016 RGE-15 MER-4,04-15-016-13W4,50.365816,-111.935122,T0J2Z0,AB,873 HWY,1,15079
431,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-05-050-16W5,93895789651872.000000,-0.000000,,,,,
432,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,02-22-071-06W6,93895902514160.000000,-0.000000,,,,,
433,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-06-021-14W4,93895831203456.000000,-0.000000,,,,,
434,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,04-32-031-12W4,93895844483376.000000,-0.000000,,,,,
435,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-19-038-05W5,93895789868256.000000,-0.000000,,,,,
436,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,01-15-051-02W5,93895876789720.000000,-0.000000,,,,,
437,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-28-055-21W5,93895833171432.000000,-0.000000,,,,,
438,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,15-34-078-22W5,93895867571928.000000,-0.000000,,,,,
439,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-05-105-24W5,93895847946328.000000,-0.000000,,,,,
440,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-31-042-23W4,93895898754848.000000,-0.000000,,,,,
441,"403,587",America/Edmonton,1,Kananaskis,,LSD-09 SEC-13 TWP-019 RGE-08 MER-5,05-08-019-13W4,50.604204,-114.996170,T0L1H6,AB,40 HWY,1,19331
442,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-11-020-03W5,93895899579464.000000,-0.000000,,,,,
443,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,02-11-055-05W4,93895800209920.000000,-0.000000,,,,,
444,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-22-074-24W4,93895954793592.000000,-0.000000,,,,,
445,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-06-046-01W5,93895781977560.000000,-0.000000,,,,,
446,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,04-28-065-14W4,93895961433384.000000,-0.000000,,,,,
447,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-04-039-04W5,93895831026128.000000,-0.000000,,,,,
448,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-01-045-06W4,93895998748840.000000,-0.000000,,,,,
449,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-27-055-05W4,93895775568464.000000,-0.000000,,,,,
450,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-18-087-25W5,93895892393280.000000,-0.000000,,,,,
451,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-04-042-22W4,93895962128784.000000,-0.000000,,,,,
452,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-17-020-28W4,93895887682216.000000,-0.000000,,,,,
453,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-25-044-01W4,93895841247648.000000,-0.000000,,,,,
454,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,09-29-051-04W4,93895794837384.000000,-0.000000,,,,,
455,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,01-13-053-06W5,93895803101736.000000,-0.000000,,,,,
456,,,,Yellowhead County,,LSD-09 SEC-19 TWP-053 RGE-05 MER-6,06-05-053-19W5,53.803022,-118.460141,T0E0M0,AB,Township Road 560A,,4011
457,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-03-025-20W4,93895816149136.000000,-0.000000,,,,,
458,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,02-03-042-06W5,93895812987344.000000,-0.000000,,,,,
459,"780,587",America/Edmonton,1,Yellowhead,,LSD-09 SEC-05 TWP-047 RGE-19 MER-5,05-19-047-05W5,53.022704,-116.739322,T0E1X0,AB,Township Road 470A N/A,1,19411
460,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-36-048-07W5,93895778129464.000000,-0.000000,,,,,
461,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-09-049-05W5,93895968687872.000000,-0.000000,,,,,
462,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-24-077-23W4,93895915886880.000000,-0.000000,,,,,
463,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,01-35-039-12W4,93895830723632.000000,-0.000000,,,,,
464,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,03-26-033-06W5,93895877644488.000000,-0.000000,,,,,
465,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-26-035-04W5,93895787303288.000000,-0.000000,,,,,
466,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,01-08-049-07W5,93895818610752.000000,-0.000000,,,,,
467,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-31-053-18W5,93895791454408.000000,-0.000000,,,,,
468,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,09-27-072-05W5,93895909214840.000000,-0.000000,,,,,
469,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,01-22-056-06W5,93895920361680.000000,-0.000000,,,,,
470,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,03-03-087-09W5,93895917181912.000000,-0.000000,,,,,
471,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,09-06-031-04W5,93895888657080.000000,-0.000000,,,,,
472,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-30-039-20W4,93895877460992.000000,-0.000000,,,,,
473,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-20-041-01W4,93895892805184.000000,-0.000000,,,,,
474,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,15-17-044-18W4,93895896554280.000000,-0.000000,,,,,
475,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-19-051-04W4,93895875298440.000000,-0.000000,,,,,
476,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-04-063-08W4,93895882617904.000000,-0.000000,,,,,
477,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,03-17-063-05W6,93895903216272.000000,-0.000000,,,,,
478,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-28-022-01W5,93895879778480.000000,-0.000000,,,,,
479,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-18-049-08W5,93895937257744.000000,-0.000000,,,,,
480,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,15-07-040-02W4,93895803009344.000000,-0.000000,,,,,
481,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,09-04-040-03W5,93895967882376.000000,-0.000000,,,,,
482,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-05-054-20W5,93895786674888.000000,-0.000000,,,,,
483,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-10-061-22W5,93895821340216.000000,-0.000000,,,,,
484,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-34-073-10W6,93895785696792.000000,-0.000000,,,,,
485,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-16-013-02W4,93895818144256.000000,-0.000000,,,,,
486,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-23-016-13W4,93895966658800.000000,-0.000000,,,,,
487,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-12-027-22W4,93895908033552.000000,-0.000000,,,,,
488,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-33-035-06W4,93895772336944.000000,-0.000000,,,,,
489,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,01-01-054-18W5,93895955841432.000000,-0.000000,,,,,
490,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-15-047-27W4,93895942221184.000000,-0.000000,,,,,
491,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-14-053-02W4,93895842125312.000000,-0.000000,,,,,
492,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,01-35-039-24W4,93895781580008.000000,-0.000000,,,,,
493,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,15-24-054-16W5,93895970397048.000000,-0.000000,,,,,
494,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-11-039-10W4,93895949115072.000000,-0.000000,,,,,
495,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-27-047-07W5,93895820381968.000000,-0.000000,,,,,
496,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,02-09-064-11W5,93895814283272.000000,-0.000000,,,,,
497,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,09-06-065-03W4,93895799031744.000000,-0.000000,,,,,
498,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-22-029-21W4,93895878675912.000000,-0.000000,,,,,
499,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-01-043-22W4,93895785819728.000000,-0.000000,,,,,
500,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-09-032-23W4,93895774337880.000000,-0.000000,,,,,
501,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,05-34-033-05W5,93895774512240.000000,-0.000000,,,,,
502,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-21-049-25W4,93895786170056.000000,-0.000000,,,,,
503,780,America/Edmonton,1,Barrhead County No. 11,,LSD-09 SEC-05 TWP-058 RGE-01 MER-5,05-01-058-05W4,53.989140,-114.101009,T8R0K6,AB,Range Road 14,1,58025
504,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,NE-12-063-06W4,93895776738808.000000,-0.000000,,,,,
505,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,NW-09-027-03W5,93895903219008.000000,-0.000000,,,,,
506,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-14-080-07W6,93895814761896.000000,-0.000000,,,,,
507,587,America/Edmonton,,Reg Mun of Wood Buffalo,,LSD-09 SEC-14 TWP-090 RGE-12 MER-4,04-12-090-14W4,56.746012,-111.503623,T9K8A9,AB,Tower RD,,1
508,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-25-014-11W4,93895888790808.000000,-0.000000,,,,,
509,587,America/Edmonton,1,Red Deer County,,LSD-09 SEC-08 TWP-036 RGE-27 MER-4,08-36-027-04W4,52.084791,-113.813832,T4G0E3,AB,Range Road 274,1,36201
510,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,03-34-051-08W5,93895924412536.000000,-0.000000,,,,,
511,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-24-065-06W4,93895814984496.000000,-0.000000,,,,,
512,587,America/Edmonton,1,Kneehill County,,LSD-09 SEC-01 TWP-033 RGE-26 MER-4,01-33-026-04W5,51.809145,-113.548147,T0M2G0,AB,Range Road 260,1,33067
513,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,NW-18-030-07W5,93895853635528.000000,-0.000000,,,,,
514,587,America/Edmonton,1,Athabasca County,,LSD-09 SEC-16 TWP-072 RGE-18 MER-4,04-18-072-16W4,55.221004,-112.636353,T0A0P0,AB,Round Lake Campsite RD,1,1
515,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-34-048-08W5,93895948757168.000000,-0.000000,,,,,
516,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-02-099-10W6,93895990921032.000000,-0.000000,,,,,
517,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-36-114-06W6,93895810877408.000000,-0.000000,,,,,
518,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-13-057-06W4,93895771273368.000000,-0.000000,,,,,
519,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-09-074-08W6,93895906004952.000000,-0.000000,,,,,
520,,,,I.D. No. 9 Banff,,LSD-09 SEC-14 TWP-028 RGE-11 MER-5,14-28-011-05W4,51.247324,-115.499925,T1L9A4,AB,TOWNSHIP ROAD 264A,,1
521,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-30-017-08W4,93895779819360.000000,-0.000000,,,,,
522,587,America/Edmonton,1,Paintearth County No. 18,,LSD-09 SEC-22 TWP-039 RGE-10 MER-4,04-10-039-22W4,52.375969,-111.348387,T0C0R0,AB,Range Road 102,1,39401
523,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-28-082-21W4,93895774562568.000000,-0.000000,,,,,
524,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-33-084-08W6,93895831794144.000000,-0.000000,,,,,
525,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-35-015-22W4,93895830992072.000000,-0.000000,,,,,
526,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,02-21-038-07W5,93895815861896.000000,-0.000000,,,,,
527,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-31-041-12W4,93895818172624.000000,-0.000000,,,,,
528,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-10-044-02W5,93895813316672.000000,-0.000000,,,,,
529,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,08-24-055-22W4,93895902515312.000000,-0.000000,,,,,
530,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-10-072-18W5,93895962638464.000000,-0.000000,,,,,
531,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,01-08-080-21W4,93895901362392.000000,-0.000000,,,,,
532,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,05-28-093-09W6,93895887716768.000000,-0.000000,,,,,
533,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-13-039-01W5,93895818871160.000000,-0.000000,,,,,
534,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-28-041-14W4,93895796648432.000000,-0.000000,,,,,
535,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,01-24-045-01W5,93895882073520.000000,-0.000000,,,,,
536,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-35-048-09W5,93895773375408.000000,-0.000000,,,,,
537,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,01-12-045-06W4,93895843004608.000000,-0.000000,,,,,
538,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,15-30-049-08W5,93895774938336.000000,-0.000000,,,,,
539,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,10-05-069-22W4,93895951841776.000000,-0.000000,,,,,
540,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,09-08-071-20W4,93895905633760.000000,-0.000000,,,,,
541,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,03-20-095-06W5,93895953293632.000000,-0.000000,,,,,
542,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-06-110-04W6,93895962774528.000000,-0.000000,,,,,
543,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,09-17-016-24W4,93895779598544.000000,-0.000000,,,,,
544,,,1,Provost,,LSD-09 SEC-07 TWP-037 RGE-01 MER-4,04-01-037-07W4,52.168601,-110.123977,T0B0M0,AB,Range Road 15,1,371075
545,250,,,PEACE RIVER,,LSD-09 SEC-11 TWP-096 RGE-13 MER-6,06-13-096-11W4,57.138533,-120.640237,V0C2S0,BC,PDR RD,,24839
546,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-18-041-01W4,93895816006824.000000,-0.000000,,,,,
547,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-18-050-07W5,93895771927144.000000,-0.000000,,,,,
548,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-34-029-21W4,93895892044744.000000,-0.000000,,,,,
549,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-12-029-24W4,93895920038784.000000,-0.000000,,,,,
550,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,13-36-055-07W4,93895830874056.000000,-0.000000,,,,,
551,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,09-08-056-06W4,93895782396184.000000,-0.000000,,,,,
552,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,04-29-057-21W4,93895831540192.000000,-0.000000,,,,,
553,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,15-02-063-05W4,93895773233776.000000,-0.000000,,,,,
554,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,16-09-084-20W5,93895793748656.000000,-0.000000,,,,,
555,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,15-16-096-11W6,93895773912016.000000,-0.000000,,,,,
556,587,America/Edmonton,1,Willow Creek,,LSD-09 SEC-04 TWP-017 RGE-28 MER-4,04-17-028-04W5,50.398645,-113.780848,T0P1R0,AB,Township Road 170 N/A,1,28301
557,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,02-28-051-27W4,93895775079664.000000,-0.000000,,,,,
558,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,12-07-019-02W5,93895792978456.000000,-0.000000,,,,,
559,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-33-049-05W5,93895774498760.000000,-0.000000,,,,,
560,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,07-25-050-05W4,93895814391696.000000,-0.000000,,,,,
561,587,America/Edmonton,1,Minburn,,LSD-09 SEC-22 TWP-050 RGE-12 MER-4,04-12-050-22W4,53.335026,-111.664101,T0B3B0,AB,Township Road 504 N/A,1,12201
562,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,01-01-050-07W5,93895831302536.000000,-0.000000,,,,,
563,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,09-09-103-03W6,93895961751144.000000,-0.000000,,,,,
564,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,14-23-037-09W4,93895944778808.000000,-0.000000,,,,,
565,587,America/Edmonton,1,Paintearth County No. 18,,LSD-09 SEC-18 TWP-038 RGE-10 MER-4,04-10-038-18W4,52.259373,-111.409550,T0C0R0,AB,Range Road 105,1,38201
566,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-35-013-16W4,93895921957296.000000,-0.000000,,,,,
567,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,06-15-042-09W5,93895824411384.000000,-0.000000,,,,,
568,,,,,"{'description': 'Postal Code is not in the proper Format. 1', 'code': '005'}",,11-36-044-22W4,93895904496968.000000,-0.000000,,,,,
569,587,America/Edmonton,,Improvement District No. 12 Jasper Park,,LSD-09 SEC-05 TWP-049 RGE-03 MER-6,06-03-049-05W5,53.040165,-118.090878,T0E1E0,AB,16 HWY,,47267
